county,long,lat
Sandusky,-41.81485563,41.36421538
Sangamon,-49.85305238,39.76009438
Sanilac,-39.35203565,43.42930229
Sanpete,-72.3244672,39.33559573
Santa Barbara,-85.46317849,34.52426207
Santa Clara,-83.77745757,36.88347456
Santa Cruz,-83.14104071,35.27709161
Santa Fe,-59.31108168,29.94843542
Santa Isabel,-48.40431,17.991233
Santa Rosa,-56.3806988,30.6596093
Sarasota,-51.66484706,25.44989258
Saratoga,-30.76090995,43.06615295
Sargent,-51.50614388,46.0972025
Sarpy,-54.92897593,41.12984364
Sauk,-46.5443952,43.40479167
Saunders,-55.4102092,41.2225092
Sawyer,-45.44714188,45.82094525
Schenectady,-31.20039806,42.81631141
Schleicher,-69.763949,30.912773
Schley,-52.068036,32.209028
Schoharie,-31.852486,42.60825317
Schoolcraft,-40.277555,46.0096458
Schuyler,-42.45797804,41.38821457
Schuylkill,-35.50676156,40.73031697
Scioto,-44.16634673,38.7985606
Scotland,-48.2057462,37.6178991
Scott,-50.82222377,38.56895795
Scotts Bluff,-61.9008839,41.8528712
Screven,-48.944672,32.6687034
Scurry,-68.210708,32.73440233
Searcy,-56.75694843,35.90274871
Sebastian,-59.0785122,35.2196825
Sedgwick,-59.80056944,37.84798978
Seminole,-54.44650838,30.18194803
Seneca,-39.35852075,41.66786838
Sequatchie,-50.1746055,35.2788805
Sequoyah,-59.26863788,35.45209063
Sevier,-62.49031028,36.8769938
Seward,-57.99815431,39.99832946
Shackelford,-66.5086075,32.6962355
Shannon,-57.17106858,40.71562242
Sharkey,-57.96739633,32.8808805
Sharp,-55.36117589,36.15727478
Shasta,-81.423534,40.71941912
Shawano,-43.92875447,44.80336993
Shawnee,-56.71788662,39.03564726
Sheboygan,-44.17935906,43.70360719
Shelby,-52.41067853,36.32489912
Shenandoah,-39.69494231,38.87528246
Sherburne,-48.30795167,45.449388
Sheridan,-58.78681368,45.384253
Sherman,-65.57799286,41.967714
Shiawassee,-41.22686858,42.9125215
Shoshone,-68.47954117,47.46978342
Sibley,-49.61322457,44.59216443
Sierra,-77.18321438,35.90877756
Silver Bow,-66.72368875,45.93665275
Simpson,-56.18241833,32.99374644
Sioux,-53.87043256,43.7536365
Siskiyou,-81.03406523,41.61166455
Sitka,-78.23753,57.080818
Skagit,-73.65578479,48.47453429
Skagway Hoonah Angoon,-76.90180286,58.26408229
Skamania,-76.11969775,45.714469
Slope,-57.030359,46.454966
Smith,-58.73224859,34.35164024
Smyth,-44.69372071,36.851665
Snohomish,-74.0949765,47.92621415
Snyder,-36.25544847,40.7750622
Socorro,-72.77534956,34.20410456
Solano,-83.77286547,38.2337684
Somerset,-33.43315978,40.39606021
Somervell,-65.477327,32.24321633
Sonoma,-84.43341447,38.44832129
Southampton,-40.46159463,36.70184075
Southeast Fairbanks,-80.15822757,63.761539
Spalding,-51.0090362,33.2790708
Spartanburg,-47.01093845,34.94428983
Spencer,-48.73134306,38.04647018
Spink,-53.30707036,45.04220464
Spokane,-69.72864626,47.65467261
Spotsylvania,-39.43698567,38.18255383
St John The Baptist,-60.52400583,30.0507015
St Joseph,-44.63398671,41.64303561
Stafford,-45.73185885,38.30259485
Stanislaus,-83.34067521,37.60244114
Stanley,-56.27614333,44.45015033
Stanly,-44.9216801,35.3439174
Stanton,-59.709073,39.7643995
Stark,-43.57525643,41.63592308
Starke,-45.37222533,41.27792
Starr,-72.30361133,26.49641611
Staunton City,-40.9056655,38.1583215
Stearns,-47.64585691,44.24241694
Steele,-49.70148378,45.53884256
Stephens,-60.24282724,34.30370947
Stephenson,-47.2976704,42.3700798
Sterling,-69.14728,31.882997
Steuben,-36.51683457,42.17495509
Stevens,-65.30670824,46.8689996
Stewart,-51.90481322,34.54435267
Stillwater,-63.67339825,45.66925375
Stoddard,-53.01764482,36.91216091
Stokes,-43.82332563,36.38781875
Stone,-56.71712186,35.53576062
Stonewall,-67.0802045,33.159287
Storey,-80.281021,39.332488
Story,-51.50485794,42.02137567
Strafford,-27.712998,43.30637094
Stutsman,-51.92175393,46.96861179
Sublette,-67.102138,42.8922265
Suffolk,-30.63577037,41.16900199
Suffolk City,-39.83174238,36.77515225
Sullivan,-36.91604814,40.98778921
Sully,-55.3064775,44.762747
Summers,-43.22705731,37.650329
Summit,-46.41729369,40.9497229
Sumner,-55.85933167,36.92255505
Sumter,-49.92975706,31.09494049
Sunflower,-56.9597661,33.6051351
Surry,-42.85904394,36.63305219
Susquehanna,-33.9245593,41.82249748
Sussex,-35.63898267,39.60788677
Sutter,-82.6592519,39.0143003
Sutton,-70.092036,30.579386
Suwannee,-52.77369067,30.17109683
Swain,-48.01553167,35.43013867
Sweet Grass,-64.13904425,45.76491075
Sweetwater,-67.27074575,41.71581983
Swift,-50.38414614,45.27955243
Swisher,-67.24971267,34.55393467
Switzerland,-46.1372254,38.841555
Talbot,-40.84000257,37.32974452
Taliaferro,-49.257947,33.5684855
Talladega,-52.8740851,33.3410656
Tallahatchie,-56.2707737,33.9486181
Tallapoosa,-52.8981,32.892448
Tama,-50.41077269,42.09628108
Taney,-56.42748467,36.65827239
Tangipahoa,-59.81589706,30.62677947
Taos,-69.17734995,36.45801643
Tarrant,-64.47930321,32.79564925
Tate,-55.28362725,34.67341025
Tattnall,-49.97543567,32.06061417
Taylor,-55.3051485,36.30327937
Tazewell,-46.64355714,38.78318317
Tehama,-81.94812008,40.13041931
Telfair,-50.9128925,31.984557
Teller,-66.2816425,38.88183467
Tensas,-59.36872867,31.921022
Terrebonne,-61.21972938,29.54451231
Terrell,-59.03690567,31.2772295
Terry,-69.13741533,33.1867
Teton,-66.16836524,45.14383418
Texas,-57.68213361,37.13652726
Thayer,-57.43731208,40.16765733
Thomas,-56.54925282,35.34847329
Throckmorton,-65.983587,33.1163855
Thurston,-68.27599226,44.15518378
Tift,-52.06937283,31.46380683
Tillamook,-78.46469279,45.42268307
Tillman,-64.60368671,34.39273914
Tioga,-34.91436828,41.96393669
Tippah,-54.13222733,34.77588367
Tippecanoe,-46.48869,40.38463635
Tipton,-50.61584029,37.5498225
Tishomingo,-53.5507222,34.6956622
Titus,-61.815017,33.19212225
Toa Alta,-47.899692,18.357867
Toa Baja,-47.74600175,18.4512985
Todd,-51.27303782,42.48635445
Tolland,-30.5232606,41.8172316
Tom Green,-69.06855519,31.40704006
Tompkins,-33.98392213,42.4690658
Tooele,-72.39784625,40.444559
Toole,-62.90897014,48.77516543
Toombs,-50.19705733,32.16844767
Torrance,-71.2888434,34.7483943
Towner,-50.57929267,48.70672183
Towns,-48.857569,34.920378
Traill,-49.743991,47.4783633
Transylvania,-47.61231038,35.17975188
Traverse,-50.80668025,45.755943
Travis,-66.65671964,29.962674
Treasure,-61.087701,46.21444833
Trego,-60.92814433,38.94983733
Trempealeau,-47.08150017,44.27852608
Treutlen,-50.17399,32.383145
Trigg,-50.895755,36.8777225
Trimble,-46.708895,38.6452065
Trinity,-76.30444961,37.46428722
Tripp,-56.48984529,43.35749371
Troup,-51.994447,33.0292862
Trousdale,-49.74124,36.402012
Trujillo Alto,-47.65242867,18.33738033
Trumbull,-39.46301997,41.28914207
Tucker,-40.4336415,39.11963217
Tulare,-82.8679002,36.22939703
Tulsa,-59.83324306,36.13152952
Tunica,-55.700368,34.64241825
Tuolumne,-82.23498544,37.97699013
Turner,-53.26964582,40.16158764
Tuscaloosa,-54.26692064,33.25891025
Tuscarawas,-40.98339065,40.48142745
Tuscola,-39.99965488,43.46018869
Twiggs,-50.690623,32.66135267
Twin Falls,-72.09643578,42.44783644
Tyler,-54.74622427,34.25365933
Tyrrell,-40.266405,35.936934
Uinta,-69.25978329,41.21136029
Uintah,-69.3369213,40.3355005
Ulster,-32.29587284,41.88066178
Umatilla,-73.01496793,45.70663579
Unicoi,-46.32159367,36.09910667
Union,-47.86311132,38.04198706
Upshur,-44.119211,34.66140593
Upson,-51.33910733,32.91705233
Upton,-70.78132367,31.251319
Utah,-71.47068613,40.22035325
Utuado,-48.4857845,18.264779
Uvalde,-70.38967133,29.29965683
Val Verde,-71.48921543,29.54493714
Valdez Cordova,-83.8033915,61.3809415
Valencia,-72.015598,34.7199825
Valley,-61.1430552,46.1179112
Van Buren,-48.96784679,40.19390242
Van Wert,-43.77495567,40.83814133
Van Zandt,-63.19424457,32.61924814
Vance,-34.98397167,30.33457167
Vanderburgh,-49.57061462,37.99748122
Vega Alta,-47.902705,18.435818
Vega Baja,-47.955193,18.443109
Venango,-38.39159764,41.379315
Ventura,-84.91431723,34.16279728
Vermilion,-51.25434369,37.60936075
Vermillion,-47.60599556,39.84403833
Vernon,-55.89871965,36.98822273
Victoria,-68.18310136,28.78980573
Vieques,-47.337009,18.123347
Vigo,-47.92894691,39.45104761
Vilas,-43.45713291,46.06838355
Villalba,-48.376088,18.120519
Vinton,-43.21379986,39.25715686
Virginia Beach City,-39.2546201,36.82170648
Volusia,-49.85435163,27.79198817
Wabash,-46.4185698,40.04410313
Wabasha,-48.00599289,44.26535367
Wabaunsee,-57.23985329,38.95146286
Wade Hampton,-101.1899352,62.13516683
Wadena,-48.39988733,46.5730515
Wagoner,-59.56564538,35.94605213
Wahkiakum,-77.205697,46.29511225
Wake,-42.1444686,35.22231847
Wakulla,-54.25481167,30.13429067
Waldo,-24.644165,44.4805786
Walker,-56.43379697,33.03865089
Walla Walla,-72.30823375,46.156554
Wallace,-62.849225,38.908882
Waller,-66.020484,29.9749978
Wallowa,-71.6681886,45.5355872
Walsh,-49.37308842,48.34910658
Walthall,-58.915266,31.175558
Walton,-49.55135393,29.58305721
Walworth,-47.98324257,43.30101152
Wapello,-51.44301457,41.04827186
Ward,-58.07174465,43.86654526
Ware,-51.30568267,31.155126
Warren,-42.28262806,39.88510734
Warrick,-49.18179075,38.09226163
Wasatch,-70.93687567,40.47253467
Wasco,-75.84020943,45.36808871
Waseca,-49.59415125,44.00129475
Washakie,-63.8776635,43.958396
Washburn,-45.876809,45.896978
Washington,-46.89208186,39.9525228
Washita,-63.7667733,35.2993811
Washoe,-77.66728159,38.78666592
Washtenaw,-41.52438395,42.25461816
Watauga,-45.494484,36.23369025
Watonwan,-50.65081743,43.980029
Waukesha,-45.25174129,43.02806416
Waupaca,-44.48398038,44.45843425
Waushara,-45.10513889,44.12725156
Wayne,-43.20988093,40.38848432
Waynesboro City,-40.837651,38.065794
Weakley,-52.43378438,36.29245388
Webb,-71.86219482,27.53055691
Weber,-70.71207429,41.24005471
Webster,-53.22113957,37.59754338
Weld,-64.24141018,40.39907174
Wells,-48.51458329,44.34114835
West Baton Rouge,-60.8367408,30.4792178
West Carroll,-58.668632,32.7891932
West Feliciana,-60.5248664,30.9331698
Westchester,-32.65865753,41.11656854
Westmoreland,-39.13091595,40.09368886
Weston,-60.613415,43.9158405
Wetzel,-41.092754,39.58649831
Wexford,-41.25539017,44.363721
Wharton,-66.86803431,29.30561585
Whatcom,-73.51142394,48.84509012
Wheatland,-63.435256,46.4608435
Wheeler,-63.72846958,38.28906067
White,-51.83645748,37.02836676
White Pine,-75.56312957,39.230828
Whiteside,-48.19358008,41.72210167
Whitfield,-50.16213538,34.82266463
Whitley,-46.22976973,38.37969227
Whitman,-70.56034096,46.9086955
Wibaux,-57.297857,46.824454
Wichita,-64.39350207,34.55016673
Wicomico,-37.22843711,38.38848872
Wilbarger,-65.0192602,34.1816752
Wilcox,-54.279877,32.01065668
Wilkes,-45.58435711,35.82070017
Wilkin,-50.17699371,46.30940114
Wilkinson,-53.17342,32.32029071
Will,-46.49987904,41.48857992
Willacy,-71.17989783,26.456745
Williams,-49.32050105,45.14223848
Williamsburg,-46.05193857,33.65354643
Williamsburg City,-39.436318,37.310451
Williamson,-59.36008433,33.58545285
Wilson,-53.00906287,34.99060806
Winchester City,-38.999966,39.1686355
Windham,-29.92795235,42.37807615
Windsor,-28.96470466,43.57845463
Winkler,-71.352788,31.781836
Winn,-60.75680014,31.92409571
Winnebago,-46.59304314,43.0154552
Winneshiek,-48.57406363,43.24136038
Winona,-47.7929458,44.0103784
Winston,-53.820793,33.91863
Wirt,-42.3348788,39.0388204
Wise,-55.53554458,34.98266053
Wolfe,-45.7728925,37.749378
Wood,-45.08508368,40.72524703
Woodbury,-53.76007417,42.41173963
Woodford,-47.95774029,39.98539893
Woodruff,-56.08403313,35.180919
Woods,-62.1320146,36.724994
Woodson,-57.7980025,37.90297525
Woodward,-62.950688,36.44467817
Worcester,-30.36305043,41.89149625
Worth,-51.79318265,39.05910429
Wrangell Petersburg,-76.333462,56.68161325
Wright,-50.14770945,43.52351911
Wyandot,-42.43683075,40.864648
Wyandotte,-55.61505247,39.09887218
Wyoming,-40.16856095,39.62681974
Wythe,-44.19332478,36.87494489
Yabucoa,-47.841466,18.045522
Yadkin,-44.5345598,36.175676
Yakima,-73.99904196,46.51375862
Yakutat,-76.849458,58.331798
Yalobusha,-55.6702038,34.0450096
Yamhill,-77.972547,45.2256007
Yancey,-46.40571967,35.85550633
Yankton,-54.38661929,42.96370614
Yates,-34.44674236,42.62311791
Yauco,-48.800124,18.06104
Yavapai,-77.68829031,34.6279235
Yazoo,-57.65254543,32.764751
Yell,-58.25128891,35.04755336
Yellow Medicine,-51.016669,44.71405043
Yellowstone,-62.33047735,45.94570143
Yoakum,-69.729249,33.10932567
Yolo,-83.20977476,38.69529295
York,-35.69089934,40.0647364
Young,-65.4816626,33.1886814
Yuba,-81.97278015,39.315632
Yukon Koyukuk,-85.98194868,65.18109965
Yuma,-74.62132674,35.33868126
Zapata,-72.27013,26.9878
Zavala,-70.897524,28.86576167
Ziebach,-56.569975,45.01151933
(ריק),0,0
סכום כולל,-51.46174524,37.87589541
